division_code,district_code,upazila_code,union_code,union_name,union_name_bangla,created_by
60,36,77,43,GAZNAIPUR,GAZNAIPUR,admin
60,36,77,58,KALAIRBANGA,KALAIRBANGA,admin
60,36,77,87,PANIUNDA,PANIUNDA,admin
60,58,14,15,BORNI,BORNI,admin
60,58,14,77,SUJANAGAR,SUJANAGAR,admin
60,58,14,80,DOKKIN BHAG(UTTAR),DOKKIN BHAG(UTTAR),admin
60,58,14,29,DOKKIN SHAHABAJPUR,DOKKIN SHAHABAJPUR,admin
60,58,14,63,NIJBAHADURPUR,NIJBAHADURPUR,admin
60,58,14,7,BARLEKHA SADAR,BARLEKHA SADAR,admin
30,29,47,13,ALIABAD,ALIABAD,admin
30,29,47,15,AMBIKAPUR,AMBIKAPUR,admin
30,29,47,31,DEGREE’RCHAR,DEGREE’RCHAR,admin
60,58,56,57,MUNSIBAZAR,MUNSIBAZAR,admin
30,29,47,39,GERDA,GERDA,admin
60,58,56,38,KAMALGANJ,KAMALGANJ,admin
30,29,47,63,KANAIPUR,KANAIPUR,admin
60,58,56,19,ALINAGOR,ALINAGOR,admin
30,29,47,79,MACCHOR,MACCHOR,admin
60,58,56,17,ADOMPUR,ADOMPUR,admin
30,29,47,87,NORTH CHANEEL,NORTH CHANEEL,admin
60,58,56,47,MADOBPUR,MADOBPUR,admin
60,58,65,11,BARAMCHL,BARAMCHL,admin
60,58,65,10,BHUKSHIMAIL,BHUKSHIMAIL,admin
60,58,65,41,JOICHODI,JOICHODI,admin
60,58,65,17,BRAHMONBAZAR,BRAHMONBAZAR,admin
60,58,65,65,KULAURA,KULAURA,admin
60,58,65,35,HAJIPUR,HAJIPUR,admin
30,29,84,85,SADARPUR,SADARPUR,admin
60,58,65,89,SHORIFPUR,SHORIFPUR,admin
30,29,84,28,CHARBISHNOPUR,CHARBISHNOPUR,admin
60,58,65,59,KORMODHA,KORMODHA,admin
30,29,84,66,KISHNOPUR,KISHNOPUR,admin
30,29,84,15,AKOTERCHAR,AKOTERCHAR,admin
60,58,65,13,BHATERA,BHATERA,admin
30,29,84,19,BHASHANCHAR,BHASHANCHAR,admin
30,29,90,11,BOLLOVDIE,BOLLOVDIE,admin
30,29,90,39,GOTTEE,GOTTEE,admin
60,58,80,84,UTTARVAG,UTTARVAG,admin
30,29,90,10,ATEGOR,ATEGOR,admin
60,58,80,21,KAMARCHAK,KAMARCHAK,admin
30,29,90,78,RAMKANTOPUR,RAMKANTOPUR,admin
60,58,80,42,MUNSIBAZAR,MUNSIBAZAR,admin
60,58,80,63,RAJNAGAR,RAJNAGAR,admin
60,90,18,34,FATEHPUR,FATEHPUR,admin
60,90,29,17,VATIPARA,VATIPARA,admin
60,90,29,28,DERAI SARMANGAL,DERAI SARMANGAL,admin
60,90,29,47,KORIMPUR,KORIMPUR,admin
50,88,94,43,MOHANPUR,MOHANPUR,admin
55,94,82,69,KOSHARANIGANZ,KOSHARANIGANZ,admin
50,88,27,47,SADIA CHANDPUR,SADIA CHANDPUR,admin
50,88,27,23,GHARJAN,GHARJAN,admin
50,88,27,27,KHAS KAULIA,KHAS KAULIA,admin
30,29,90,16,VAOAL,VAOAL,admin
20,12,7,91,ECHAPORA,ECHAPORA,admin
20,84,29,23,1 NO. BELAICHARI,1 NO. BELAICHARI,admin
40,1,60,77,2 NO PANCHAKARAN UNION,2 NO PANCHAKARAN UNION,admin
40,1,60,83,3 NO PUTIKHALI UNION,3 NO PUTIKHALI UNION,admin
40,1,60,29,6 NO CHINGRAKHALI UNION,6 NO CHINGRAKHALI UNION,admin
40,1,60,11,9 NO BALAIBUNIA UNION,9 NO BALAIBUNIA UNION,admin
60,58,83,28,KALAPUR,KALAPUR,admin
30,59,84,61,PATABHOG,PATABHOG,admin
30,59,84,47,KOLAPARA,KOLAPARA,admin
30,59,84,74,SREENAGAR,SREENAGAR,admin
40,41,38,66,2NO. SAGORDARI,2NO. SAGORDARI,admin
40,41,38,28,6NO. KESHOBPUR,6NO. KESHOBPUR,admin
30,68,64,44,HAIREMARA,HAIREMARA,admin
30,29,62,83,RAM NAGAR,RAM NAGAR,admin
30,29,62,55,LAKARDIA,LAKARDIA,admin
40,41,9,66,JAHURPUR,JAHURPUR,admin
40,41,9,57,JAMDIA,JAMDIA,admin
40,41,9,15,BASUARI,BASUARI,admin
30,35,58,16,BASHBARIA,BASHBARIA,admin
30,35,58,50,KASHALIA,KASHALIA,admin
30,35,58,72,NONIKHIR,NONIKHIR,admin
30,35,58,44,JOLIRPAR,JOLIRPAR,admin
30,35,58,39,GOHALA,GOHALA,admin
40,1,34,84,SUVODIA,SUVODIA,admin
30,59,74,13,BASHAIL,BASHAIL,admin
30,59,74,33,ECHAPURA,ECHAPURA,admin
20,13,49,35,5 NO. HAJIGANJ SADAR,5 NO. HAJIGANJ SADAR,admin
20,13,49,20,7 NO. BORKUL POSHCHIM,7 NO. BORKUL POSHCHIM,admin
30,29,56,50,KAMARKHALI,KAMARKHALI,admin
30,29,56,13,ARAPARA,ARAPARA,admin
40,41,23,83,SHANKARPUR,SHANKARPUR,admin
40,41,23,29,GANANANDAPUR,GANANANDAPUR,admin
40,41,23,59,NAVARON,NAVARON,admin
30,35,32,90,ULPUR,ULPUR,admin
30,35,32,21,GOBRA,GOBRA,admin
30,26,14,35,DHAMRAI,DHAMRAI,admin
30,26,14,41,GANGUTIA,GANGUTIA,admin
30,26,14,53,KULLA,KULLA,admin
30,26,14,65,NANNAR,NANNAR,admin
30,26,14,71,RAWAIL,RAWAIL,admin
55,27,21,67,1 NO NAFANAGAR,1 NO NAFANAGAR,admin
55,27,30,87,2 NO SATNALA,2 NO SATNALA,admin
55,27,30,23,AMARPUR,AMARPUR,admin
55,27,30,79,8 NO SAITARA,8 NO SAITARA,admin
55,27,30,71,PUNOTTI,PUNOTTI,admin
55,27,30,15,12 NO ALOKDIHI,12 NO ALOKDIHI,admin
20,75,83,35,DEOTI,DEOTI,admin
20,75,83,77,NATESHWAR,NATESHWAR,admin
30,68,60,95,SHILMANDI,SHILMANDI,admin
30,68,60,86,PAYKARCHOR,PAYKARCHOR,admin
30,68,60,65,MAHEARPARA,MAHEARPARA,admin
30,68,60,47,KATHALIYA,KATHALIYA,admin
30,68,60,21,AMDIYA,AMDIYA,admin
30,68,60,53,NURALAPUR,NURALAPUR,admin
30,68,60,77,NAZARPUR,NAZARPUR,admin
30,68,60,23,CHORDEGOLDI,CHORDEGOLDI,admin
40,87,47,31,DAKKHIN SREEPUR,DAKKHIN SREEPUR,admin
60,58,35,23,FULTALA,FULTALA,admin
20,12,13,59,MACHIHATA,MACHIHATA,admin
20,12,13,83,RAMRAIL,RAMRAIL,admin
20,12,13,86,SADEKPUR,SADEKPUR,admin
30,35,51,39,KOLABARI,KOLABARI,admin
30,35,51,71,RADHAGANJ,RADHAGANJ,admin
30,35,51,47,KANDI,KANDI,admin
30,35,51,15,BANDHA BARI,BANDHA BARI,admin
30,35,51,79,RAMSHIL,RAMSHIL,admin
30,35,51,23,GHAGAR,GHAGAR,admin
30,35,91,66,KUSHLI,KUSHLI,admin
30,86,94,94,ZAJIRA,ZAJIRA,admin
40,87,82,33,BANSHDAHA,BANSHDAHA,admin
40,87,82,61,GHONA,GHONA,admin
40,87,82,40,BAOMRA,BAOMRA,admin
40,87,82,16,ALIPUR,ALIPUR,admin
40,87,82,54,DHULIHAR,DHULIHAR,admin
55,32,88,85,SHAGHATTA,SHAGHATTA,admin
55,32,88,95,MUKTINAGOR,MUKTINAGOR,admin
55,32,24,36,GHAGOA,GHAGOA,admin
55,32,24,43,GIDARI,GIDARI,admin
40,44,71,83,SBK,SBK,admin
40,44,71,89,SWARUPPUR,SWARUPPUR,admin
40,44,71,35,MANDER BARIA,MANDER BARIA,admin
40,44,80,25,DIGNAGARI,DIGNAGARI,admin
40,44,80,18,DHALHARACHANDRA,DHALHARACHANDRA,admin
40,44,80,10,ABAIPUR,ABAIPUR,admin
40,44,19,21,GHORSAL,GHORSAL,admin
40,44,19,31,HARISANKARPUR,HARISANKARPUR,admin
40,44,19,47,KUMRABARIA,KUMRABARIA,admin
40,44,19,68,PADMAKAR,PADMAKAR,admin
40,44,19,79,PORAHATI,PORAHATI,admin
40,18,7,39,GANGNI,GANGNI,admin
40,18,7,94,NAGDHAH,NAGDHAH,admin
40,18,23,47,KUTUBPUR,KUTUBPUR,admin
40,57,47,52,KAZIPUR,KAZIPUR,admin
40,57,47,73,SAHORBATI,SAHORBATI,admin
30,54,80,13,AMGRAM,AMGRAM,admin
30,54,80,95,RAJOIR,RAJOIR,admin
30,54,80,76,KHALIA,KHALIA,admin
10,4,28,66,02 NO GOURICHANNA. UP,02 NO GOURICHANNA. UP,admin
10,4,28,17,07 NO DHALUA .UP,07 NO DHALUA .UP,admin
10,4,28,95,10 NO NOLTONA. UP,10 NO NOLTONA. UP,admin
10,6,3,27,CHANDPASHA,CHANDPASHA,admin
10,6,3,81,RAHMATPUR,RAHMATPUR,admin
10,6,32,23,BARTHI,BARTHI,admin
10,6,32,94,SARIKAL,SARIKAL,admin
10,6,69,35,GACHHUA,GACHHUA,admin
10,6,94,10,BAMRAIL,BAMRAIL,admin
10,6,94,94,SHOLOK,SHOLOK,admin
10,6,94,21,BARAKOTHA,BARAKOTHA,admin
10,6,94,31,GUTHIYA,GUTHIYA,admin
10,9,21,38,HASANNOGOR,HASANNOGOR,admin
10,9,25,19,ASLAMPUR,ASLAMPUR,admin
10,9,25,85,NURABAD,NURABAD,admin
10,9,25,47,CHAR MANIKA,CHAR MANIKA,admin
10,9,25,57,HAJARIGONG,HAJARIGONG,admin
10,9,25,88,ROSULPUR,ROSULPUR,admin
10,9,25,14,ODDHAKHA NAJRUL NAGOR,ODDHAKHA NAJRUL NAGOR,admin
10,9,25,13,ABDULLAHPUR,ABDULLAHPUR,admin
10,9,54,66,LOARDHARDINJ,LOARDHARDINJ,admin
10,42,73,42,MAGOR,MAGOR,admin
10,42,73,52,NACHANMAHAL,NACHANMAHAL,admin
10,42,73,84,SIDHAKHATI,SIDHAKHATI,admin
10,42,84,67,SATURIA,SATURIA,admin
10,42,84,81,SUKTAGAR,SUKTAGAR,admin
10,78,38,47,01 NO KACHIPARA,01 NO KACHIPARA,admin
10,78,38,59,02 NO KALISURI,02 NO KALISURI,admin
10,78,38,41,03 NO DHULIA,03 NO DHULIA,admin
10,78,38,71,04 NO KASHOBPUR,04 NO KASHOBPUR,admin
10,78,38,95,05 NO SURJAMONI,05 NO SURJAMONI,admin
10,78,38,65,06 NO KANAKDIA,06 NO KANAKDIA,admin
10,78,38,29,12 NO BAUPHAL,12 NO BAUPHAL,admin
10,78,38,10,13 NO ADABARIA,13 NO ADABARIA,admin
10,78,55,93,SREERAMPUR,SREERAMPUR,admin
10,78,57,11,AMKHOLA,AMKHOLA,admin
10,78,57,78,PANPATTI,PANPATTI,admin
10,78,57,55,DAKUA,DAKUA,admin
10,9,65,71,03 NO. UTTAR SAKUCHIA,03 NO. UTTAR SAKUCHIA,admin
10,9,65,21,04 NO. DKKHIN SAKUCHIA,04 NO. DKKHIN SAKUCHIA,admin
10,78,76,81,02 NO. MIRJAGANZ,02 NO. MIRJAGANZ,admin
30,86,36,35,IDILPUR,IDILPUR,admin
30,86,36,59,NAGARPARA,NAGARPARA,admin
55,27,10,47,06 NO JOTBANI,06 NO JOTBANI,admin
55,27,17,95,SAHARGRAM,SAHARGRAM,admin
55,27,17,38,BIJORA,BIJORA,admin
55,27,17,80,PALASHBARI,PALASHBARI,admin
20,19,67,94,No. 4 Amratali,No. 4 Amratali,admin
55,49,79,71,Rowmari,Rowmari,admin
55,49,94,78,TABAKPUR,TABAKPUR,admin
55,49,94,61,HATIA,HATIA,admin
20,19,9,88,Silmuri(uttor),Silmuri(uttor),admin
20,19,9,94,Silmuri(dokkhin),Silmuri(dokkhin),admin
40,18,7,79,Khashkarara,Khashkarara,admin
55,49,94,75,SAHABAR ALGA,SAHABAR ALGA,admin
20,19,9,44,Galimpur,Galimpur,admin
55,49,94,14,BEGUMGONG,BEGUMGONG,admin
20,19,9,31,Bhaukshar,Bhaukshar,admin
20,19,9,91,Shakpur,Shakpur,admin
55,49,94,22,BURABURI,BURABURI,admin
40,18,7,27,Chitla,Chitla,admin
20,19,9,75,Fowelgasa,Fowelgasa,admin
20,19,9,12,Adra,Adra,admin
55,49,94,50,DURGAPUR,DURGAPUR,admin
20,19,9,25,Bhobanipur,Bhobanipur,admin
40,18,7,11,Aylhas,Aylhas,admin
20,19,9,63,Khusbas(uttor),Khusbas(uttor),admin
20,19,9,69,Khusbas(dokkhin),Khusbas(dokkhin),admin
55,49,94,44,DHORNE BARI,DHORNE BARI,admin
20,19,9,56,Julom,Julom,admin
55,49,94,72,PANDUL,PANDUL,admin
20,19,15,30,Dulalpur,Dulalpur,admin
20,19,15,44,Chandla,Chandla,admin
20,19,15,50,Shidlai,Shidlai,admin
20,19,15,62,Malapara,Malapara,admin
20,19,27,13,Karon Khal,Karon Khal,admin
20,19,27,15,Barera,Barera,admin
20,19,27,20,Mohechile,Mohechile,admin
55,52,2,11,BHALABARI,BHALABARI,admin
20,19,27,39,Borkoit,Borkoit,admin
55,52,2,89,SARPUKUR,SARPUKUR,admin
20,19,27,47,Atbarpur,Atbarpur,admin
55,52,2,5,VADAI,VADAI,admin
55,52,2,59,KOMLABARI,KOMLABARI,admin
20,19,27,63,Dolly Nobubpur,Dolly Nobubpur,admin
20,19,27,71,Madiya,Madiya,admin
20,19,27,79,Maizkhir,Maizkhir,admin
20,19,27,87,Batagase,Batagase,admin
20,19,27,94,Sohelpur,Sohelpur,admin
20,19,87,11,Adra,Adra,admin
55,52,33,15,BOROKHATA,BOROKHATA,admin
20,19,87,17,Bangadda,Bangadda,admin
55,52,33,19,VELAGURI,VELAGURI,admin
20,19,87,34,Bakshoganj,Bakshoganj,admin
20,19,87,51,Doulkhar,Doulkhar,admin
55,52,33,28,DAUABARI,DAUABARI,admin
20,19,87,57,Hesakhal,Hesakhal,admin
20,19,87,73,Mokrabpur,Mokrabpur,admin
20,19,87,86,Raykot South,Raykot South,admin
55,52,33,31,FAKIR PARA,FAKIR PARA,admin
20,19,87,94,Shatbaria,Shatbaria,admin
55,52,33,38,GODDIMARI,GODDIMARI,admin
20,19,31,61,Kashinagar,Kashinagar,admin
55,52,33,74,SANIAJAN,SANIAJAN,admin
20,19,31,95,Ujirpur,Ujirpur,admin
20,19,31,52,Kalikapur,Kalikapur,admin
55,52,33,76,SINGGIMARI,SINGGIMARI,admin
20,19,31,15,Batisha,Batisha,admin
55,52,33,85,SINDURNA,SINDURNA,admin
20,19,31,19,Chioura,Chioura,admin
20,19,31,57,Konkapoiet,Konkapoiet,admin
20,19,31,85,Shobpur,Shobpur,admin
20,19,31,42,Gonubati,Gonubati,admin
20,19,31,71,Munshirhat,Munshirhat,admin
20,19,36,34,ELIOTGONJ DAKHIN,ELIOTGONJ DAKHIN,admin
20,19,36,51,GHARIPUR,GHARIPUR,admin
20,19,36,47,JINGLATALI,JINGLATALI,admin
20,19,36,64,MARUKA,MARUKA,admin
20,19,36,73,MOHAMMADPUR,MOHAMMADPUR,admin
20,19,36,82,DOULATPUR,DOULATPUR,admin
55,52,39,65,MADATI,MADATI,admin
20,19,36,86,PACHGACHIYA,PACHGACHIYA,admin
20,19,36,90,BAROPARA,BAROPARA,admin
55,52,39,35,DALOGRAM,DALOGRAM,admin
20,19,36,94,SUNDULPUR,SUNDULPUR,admin
55,52,39,53,KAKINA,KAKINA,admin
20,19,36,85,PADUYA,PADUYA,admin
20,19,36,25,BITESHAR,BITESHAR,admin
55,52,39,23,CHALBALA,CHALBALA,admin
20,19,40,11,Yosufpur,Yosufpur,admin
20,19,40,17,Mohonpur,Mohonpur,admin
20,19,40,23,Barkamta,Barkamta,admin
20,19,40,35,Dhampti,Dhampti,admin
20,19,40,53,Gonaigor North,Gonaigor North,admin
20,19,40,71,Alahabad,Alahabad,admin
20,19,40,83,Vani,Vani,admin
20,19,40,89,Rasul Pur,Rasul Pur,admin
40,41,61,89,ROHITA,ROHITA,admin
40,41,61,44,KASHIMNAGOR,KASHIMNAGOR,admin
20,19,54,22,Dulalpur,Dulalpur,admin
20,19,54,15,Asadpur,Asadpur,admin
20,19,54,85,Nilokhi,Nilokhi,admin
20,19,54,50,Gharmora,Gharmora,admin
20,19,54,28,Chanderchar,Chanderchar,admin
40,41,61,16,DHAKURIA,DHAKURIA,admin
40,41,61,27,HORIDASHKATI,HORIDASHKATI,admin
20,19,75,71,MANIKER CHAR,MANIKER CHAR,admin
40,41,61,67,MANIRAMPUR,MANIRAMPUR,admin
20,19,75,43,GOVINDO PUR,GOVINDO PUR,admin
40,41,61,55,KHEDAPARA,KHEDAPARA,admin
40,41,61,33,HORIHORNAGOR,HORIHORNAGOR,admin
20,19,33,35,Bijoypur,Bijoypur,admin
40,41,61,11,CHALUAHATI,CHALUAHATI,admin
20,19,33,39,Chowyara,Chowyara,admin
20,19,33,80,West Jorkanon,West Jorkanon,admin
40,41,61,94,SHYAMKUR,SHYAMKUR,admin
20,19,33,13,South Bagmara,South Bagmara,admin
20,19,33,33,North Vulin,North Vulin,admin
40,41,61,61,KULTIA,KULTIA,admin
20,19,33,31,South Vulin,South Vulin,admin
40,41,61,83,NEHALPUR,NEHALPUR,admin
40,41,61,72,MONOHORPUR,MONOHORPUR,admin
20,19,33,87,North Choprule,North Choprule,admin
20,19,33,83,South Payrule,South Payrule,admin
20,19,33,29,North Belghore,North Belghore,admin
20,19,33,28,South Belghore,South Belghore,admin
55,52,70,51,KULAGHAT,KULAGHAT,admin
55,52,70,94,RAJPUR,RAJPUR,admin
55,52,70,73,MAHANDRONAGR,MAHANDRONAGR,admin
55,52,70,29,GOKANDA,GOKANDA,admin
55,52,70,20,BAROBARI,BAROBARI,admin
20,19,94,85,Shatani,Shatani,admin
20,19,94,35,Jagatpur,Jagatpur,admin
20,19,94,69,Mojidpur,Mojidpur,admin
55,73,12,66,NAUTARA,NAUTARA,admin
20,19,94,67,Korikandi,Korikandi,admin
55,73,12,28,GOYABARI,GOYABARI,admin
20,19,94,45,ziarkandi,ziarkandi,admin
55,73,12,38,JHUNAGAS CHAPANI,JHUNAGAS CHAPANI,admin
55,73,12,95,TEPA KHORI BARI,TEPA KHORI BARI,admin
55,73,12,47,KHALISHA CHAPANI,KHALISHA CHAPANI,admin
20,22,16,10,Badarkhali,Badarkhali,admin
30,56,46,39,HATIPARA,HATIPARA,admin
45,61,81,36,GALAGAON,GALAGAON,admin
50,76,16,21,DHALAR CHAR,DHALAR CHAR,admin
45,61,31,2,SUHAGE,SUHAGE,admin
50,81,72,51,BOROGRAM,BOROGRAM,admin
45,72,18,25,03 NO. CHANDIGARH,03 NO. CHANDIGARH,admin
45,72,18,77,6 NO KAKAIRGORA,6 NO KAKAIRGORA,admin
50,81,72,54,HORIAN,HORIAN,admin
50,81,72,65,HUJURIPARA,HUJURIPARA,admin
50,81,72,87,PARILA,PARILA,admin
45,72,40,71,NAZIRPUR,NAZIRPUR,admin
45,72,56,42,1 NO. KAITAIL,1 NO. KAITAIL,admin
50,81,94,54,KOLMA UNION,KOLMA UNION,admin
45,72,56,52,3 NO. MADAN,3 NO. MADAN,admin
45,72,56,21,4 NO. GOBINDOSREE,4 NO. GOBINDOSREE,admin
45,72,56,10,8 NO. FOTEPUR,8 NO. FOTEPUR,admin
50,81,94,70,PACHANDAR UNION,PACHANDAR UNION,admin
45,72,63,21,2NO. BORTOLI BANIAHARI,2NO. BORTOLI BANIAHARI,admin
45,72,63,63,5NO. SAMAJ SOHILDEW,5NO. SAMAJ SOHILDEW,admin
45,72,63,31,7NO. GAGLAJUR,7NO. GAGLAJUR,admin
50,88,50,34,KAZIPURSADAR,KAZIPURSADAR,admin
50,88,50,17,CHALITADANGA,CHALITADANGA,admin
50,88,50,77,SONAMUKHI,SONAMUKHI,admin
50,88,50,86,SHUVOGASHA,SHUVOGASHA,admin
50,88,50,94,TEKANI,TEKANI,admin
50,88,50,15,CHORGRISH,CHORGRISH,admin
50,88,50,43,KHASHRAJBARI,KHASHRAJBARI,admin
50,88,50,60,NATUARPARA,NATUARPARA,admin
45,72,74,23,8NO. DOXHIN BISHIURA,8NO. DOXHIN BISHIURA,admin
45,72,74,79,10NO.ROUHA,10NO.ROUHA,admin
45,72,74,39,11NO. KALIARA GABRAGATI,11NO. KALIARA GABRAGATI,admin
30,68,52,81,LEBUTOLA,LEBUTOLA,admin
30,68,52,27,CHALAKCHUR,CHALAKCHUR,admin
30,68,52,74,KHIDIRPUR,KHIDIRPUR,admin
30,68,52,47,DHAULOTPUR,DHAULOTPUR,admin
30,68,52,54,Ekduria,Ekduria,admin
30,68,52,33,CHANDONBARI,CHANDONBARI,admin
30,68,52,77,KRISNOPUR,KRISNOPUR,admin
50,88,61,85,SUNAKHARA,SUNAKHARA,admin
50,88,61,19,CHANDAIKONA,CHANDAIKONA,admin
50,88,61,38,DHANGHORA,DHANGHORA,admin
50,88,61,66,NOLKA,NOLKA,admin
50,88,61,13,BRAMOGASA,BRAMOGASA,admin
50,88,67,58,NORENA,NORENA,admin
50,88,67,76,POTAGYA,POTAGYA,admin
50,88,67,40,RUPBATY,RUPBATY,admin
50,88,67,12,BULTOL,BULTOL,admin
50,88,67,51,KHUNI,KHUNI,admin
30,82,73,16,BAHADURPUR,BAHADURPUR,admin
30,82,73,40,KASBAMAJHAIL,KASBAMAJHAIL,admin
30,82,73,80,PATTA,PATTA,admin
30,82,73,90,SARISHA,SARISHA,admin
30,82,73,35,KALIMAHAR,KALIMAHAR,admin
30,86,14,12,ARSHENAGAR,ARSHENAGAR,admin
30,86,14,15,CHAR BHAGA,CHAR BHAGA,admin
30,86,14,25,CHAIGOAN,CHAIGOAN,admin
30,86,14,28,CHARSENSUS,CHARSENSUS,admin
30,86,14,32,SOUTH TARABUNIA,SOUTH TARABUNIA,admin
30,86,14,51,KACHIKATA,KACHIKATA,admin
30,86,14,60,MAHISUR,MAHISUR,admin
30,86,14,86,SAKHIPUR,SAKHIPUR,admin
30,86,14,94,NORTH TARABUNIA,NORTH TARABUNIA,admin
30,86,36,83,SHAMONTOSHAR,SHAMONTOSHAR,admin
30,86,36,51,KUCHAIPOTTI,KUCHAIPOTTI,admin
30,86,36,71,NALMURI,NALMURI,admin
30,86,65,12,BHUMKHARA,BHUMKHARA,admin
30,86,65,25,CHAMTA,CHAMTA,admin
30,86,65,31,CHARATARA,CHARATARA,admin
30,86,65,37,DINGAMANIK,DINGAMANIK,admin
30,86,65,44,FATEHJANGAPUR,FATEHJANGAPUR,admin
30,86,65,50,GHARISAR,GHARISAR,admin
30,86,65,63,KEDERPUR,KEDERPUR,admin
30,86,65,69,MUKTARER CHAR,MUKTARER CHAR,admin
30,86,65,88,NAOPARA,NAOPARA,admin
30,86,65,94,RAJNAGAR,RAJNAGAR,admin
30,86,69,85,SHOLPARA,SHOLPARA,admin
30,86,69,38,CHIKONDI,CHIKONDI,admin
30,86,69,66,PALONG,PALONG,admin
50,88,78,16,BAGBATI,BAGBATI,admin
45,89,70,94,RUPNARAONKURA,RUPNARAONKURA,admin
50,88,78,51,MESRA,MESRA,admin
50,88,78,34,KAWAKOLA,KAWAKOLA,admin
50,88,89,73,TALOM,TALOM,admin
45,89,67,17,BNESHWARDI,BNESHWARDI,admin
45,89,67,76,TALKI,TALKI,admin
45,89,67,28,CHARASHTADHAR,CHARASHTADHAR,admin
45,89,67,19,CHANDRAKONA,CHANDRAKONA,admin
30,93,19,13,ARJUNA,ARJUNA,admin
30,93,19,67,GOBINDASHI,GOBINDASHI,admin
30,93,28,77,LUKERPARA,LUKERPARA,admin
30,93,28,43,DIGHOLKANDI,DIGHOLKANDI,admin
30,93,28,25,DEOPARA,DEOPARA,admin
30,93,28,86,RASULPUR,RASULPUR,admin
30,93,28,34,DHALAPARA,DHALAPARA,admin
30,93,38,58,HADIRA,HADIRA,admin
30,93,38,17,ALOMNAGAR,ALOMNAGAR,admin
30,93,95,41,GALA,GALA,admin
30,93,95,80,MAHMUDNAGAR,MAHMUDNAGAR,admin
20,22,16,12,BAMO BILCHARI,BAMO BILCHARI,admin
20,22,16,16,Britali,Britali,admin
20,22,16,39,Purba Bara Bheola,Purba Bara Bheola,admin
20,22,16,44,Facihakhali,Facihakhali,admin
20,22,16,50,Harbang,Harbang,admin
20,22,16,55,Kakara,Kakara,admin
20,22,16,61,Koiyrbil,Koiyrbil,admin
20,22,16,67,Khutakhali,Khutakhali,admin
20,22,16,72,Lakharchor,Lakharchor,admin
20,22,16,87,Surajpur-Manikpur,Surajpur-Manikpur,admin
20,22,16,94,Pasim Bra vuola,Pasim Bra vuola,admin
20,22,49,83,Shapla pur,Shapla pur,admin
20,22,49,18,Choto Moheshkhali,Choto Moheshkhali,admin
20,22,49,47,Hoanok,Hoanok,admin
20,22,49,23,Dolghata,Dolghata,admin
20,22,56,93,Shilkhali,Shilkhali,admin
20,22,66,6,Chakmarul,Chakmarul,admin
20,22,66,47,Kachcapia,Kachcapia,admin
20,22,66,28,Eidgar,Eidgar,admin
20,22,66,57,Khunia Palong,Khunia Palong,admin
20,30,25,90,Sindur pur,Sindur pur,admin
20,30,25,69,PURBA CHANDRAPUR,PURBA CHANDRAPUR,admin
20,30,25,12,Dagonbhuiyan,Dagonbhuiyan,admin
20,46,43,63,3 no. Kobakhali Union,3 no. Kobakhali Union,admin
20,46,65,49,Kayanggate,Kayanggate,admin
20,46,77,89,5No Ultachari,5No Ultachari,admin
20,51,33,84,Hazir Hat,Hazir Hat,admin
20,51,33,99,Torabgong,Torabgong,admin
20,51,33,87,Patare Hat,Patare Hat,admin
20,51,43,75,Uttar Hamchadi,Uttar Hamchadi,admin
20,51,43,80,Parbatinagar,Parbatinagar,admin
20,51,43,13,Bangakha,Bangakha,admin
20,51,43,14,Basikpur,Basikpur,admin
20,51,43,40,Datta para,Datta para,admin
20,51,43,95,Uttar Joypur,Uttar Joypur,admin
20,51,43,20,Chandraganj,Chandraganj,admin
20,51,43,50,Hajir para,Hajir para,admin
20,51,43,25,Charsai,Charsai,admin
20,51,43,70,Mandari,Mandari,admin
20,51,43,60,Laharkandi,Laharkandi,admin
20,51,43,85,Shak Char,Shak Char,admin
20,51,43,15,Bhabaniganj,Bhabaniganj,admin
20,51,43,55,Kushakhali,Kushakhali,admin
20,51,43,23,Charramani Mohan,Charramani Mohan,admin
20,12,4,68,FORDABAD,FORDABAD,admin
20,12,4,45,RUPSHADI,RUPSHADI,admin
20,12,4,77,UJANCHOR,UJANCHOR,admin
20,12,4,54,MANIKPUR,MANIKPUR,admin
20,12,63,9,KUTI,KUTI,admin
20,12,94,19,CHUNTA,CHUNTA,admin
20,12,94,90,SHAHJADAPUR,SHAHJADAPUR,admin
20,12,94,47,PAKSHIMUL,PAKSHIMUL,admin
55,27,17,13,AZIMPUR,AZIMPUR,admin
55,27,17,85,RANIPUKUR,RANIPUKUR,admin
55,49,94,39,DHAMSRENE,DHAMSRENE,admin
20,19,75,21,CHALI BHANGA,CHALI BHANGA,admin
20,19,75,11,VAOR KHOLA,VAOR KHOLA,admin
55,73,12,57,KHOGA KHORI BARI,KHOGA KHORI BARI,admin
20,22,16,31,Demosia,Demosia,admin
20,22,56,96,Toitong,Toitong,admin
20,22,56,11,Barbakia,Barbakia,admin
20,22,66,38,Juarianala,Juarianala,admin
20,22,66,70,Rashid Nagar,Rashid Nagar,admin
20,22,66,19,Garjania,Garjania,admin
20,22,90,15,Baherchora Union,Baherchora Union,admin
20,22,90,39,Saintmartin Union,Saintmartin Union,admin
20,30,94,47,Char Mojlishpur,Char Mojlishpur,admin
20,30,94,19,Boghadana,Boghadana,admin
