division_code,district_code,upazila_code,union_code,union_name,union_name_bangla,created_by
45,61,81,54,POYARI,POYARI,admin
45,61,81,94,TARAKANDA,TARAKANDA,admin
45,61,81,72,RAMPUR,RAMPUR,admin
45,61,31,76,SARISA,SARISA,admin
45,61,31,13,BARAHIT,BARAHIT,admin
45,61,31,94,UCHAKHILA,UCHAKHILA,admin
45,61,31,67,RAJIBPUR,RAJIBPUR,admin
45,61,22,82,SALTIA,SALTIA,admin
45,61,22,94,OSTI,OSTI,admin
45,61,22,12,CHARALGY,CHARALGY,admin
45,61,22,50,NIGOARY,NIGOARY,admin
20,19,9,10,Barura PDC,Barura PDC,admin
20,19,75,19,CHANDANPUR,CHANDANPUR,admin
20,19,75,12,BOROKHANDA,BOROKHANDA,admin
20,19,75,95,RADHANAGOR,RADHANAGOR,admin
20,19,75,53,LUTERCHOR,LUTERCHOR,admin
50,38,61,28,BORAIL,BORAIL,admin
50,38,61,57,MAMUDPUR,MAMUDPUR,admin
50,38,61,47,TULSHIGONGA,TULSHIGONGA,admin
50,38,47,85,PURANAPOIL,PURANAPOIL,admin
50,38,47,17,AAMDOI,AAMDOI,admin
50,38,47,28,VADSHA,VADSHA,admin
50,38,47,47,DOGACHAI,DOGACHAI,admin
40,47,17,21,LAUDOB,LAUDOB,admin
40,47,17,42,DACOPE,DACOPE,admin
40,47,17,52,KOILASGONJ,KOILASGONJ,admin
40,47,17,69,PANKHALI,PANKHALI,admin
55,49,94,55,GUNAIGACH,GUNAIGACH,admin
55,49,94,33,DOLDOLIA,DOLDOLIA,admin
55,49,94,16,BOJRA,BOJRA,admin
30,54,40,31,DASAR,DASAR,admin
30,54,40,56,KOYARIYA,KOYARIYA,admin
30,54,40,18,BASHGARI,BASHGARI,admin
55,49,77,73,RAJARHAT,RAJARHAT,admin
55,49,77,21,CHAKIRPASA,CHAKIRPASA,admin
55,49,77,52,NAZIMKHAN,NAZIMKHAN,admin
55,49,77,84,UMORMAZID,UMORMAZID,admin
30,54,87,42,DITIOKHANDO,DITIOKHANDO,admin
30,54,87,11,BONDORKHOLA,BONDORKHOLA,admin
30,54,87,68,NILKHI,NILKHI,admin
30,54,87,13,BASKHANDI,BASKHANDI,admin
50,69,15,71,MAJHGOAN,MAJHGOAN,admin
50,69,15,11,BORAIGRAM,BORAIGRAM,admin
50,69,15,59,JONAIL,JONAIL,admin
20,75,80,9,ARJULTOLA,ARJULTOLA,admin
20,75,80,47,KABILPUR,KABILPUR,admin
20,75,80,19,BIJBAG,BIJBAG,admin
50,76,16,52,MASUMDIYA,MASUMDIYA,admin
50,76,16,31,HATURIA NAKALIYA,HATURIA NAKALIYA,admin
50,76,33,31,BRI-LAHIRIBARI,BRI-LAHIRIBARI,admin
50,76,33,84,PUNGALI,PUNGALI,admin
50,76,33,42,DEMRA,DEMRA,admin
60,90,29,76,RAJANAGOR,RAJANAGOR,admin
60,90,29,19,CHORNARCHOR,CHORNARCHOR,admin
60,90,29,38,JOGDOL,JOGDOL,admin
60,90,29,85,TAROL,TAROL,admin
50,76,5,79,MAJHPARA,MAJHPARA,admin
50,76,5,15,CHADVA,CHADVA,admin
50,76,5,31,DEBOTOR,DEBOTOR,admin
50,76,5,47,AKDONDO,AKDONDO,admin
40,47,12,71,1NO JOLMA,1NO JOLMA,admin
40,47,40,66,GAGIRHAT,GAGIRHAT,admin
40,18,23,71,SHONKARCHANDRA,SHONKARCHANDRA,admin
50,10,81,88,SARIAKANDI,SARIAKANDI,admin
50,10,20,25,FAPORE,FAPORE,admin
50,10,20,82,SAKHARIA,SAKHARIA,admin
50,10,20,86,SHEKHERKULA,SHEKHERKULA,admin
50,10,20,60,NAMUZA,NAMUZA,admin
10,9,91,57,CHAND PUR,CHAND PUR,admin
10,9,91,38,CHANCHRA,CHANCHRA,admin
10,9,91,76,SONAPUR,SONAPUR,admin
10,9,91,85,SHAMBHUPUR,SHAMBHUPUR,admin
10,78,95,10,AWLIAPUR,AWLIAPUR,admin
10,78,95,54,LOHALIA,LOHALIA,admin
10,78,95,33,KALIKAPUR,KALIKAPUR,admin
30,48,45,38,JALALPUR,JALALPUR,admin
55,73,12,19,DIMLA,DIMLA,admin
55,49,61,31,HASNABAD,HASNABAD,admin
55,49,61,69,NEWASHI,NEWASHI,admin
55,49,61,94,SONTOSPUR,SONTOSPUR,admin
55,49,8,19,RAJIBPUR,RAJIBPUR,admin
55,49,8,57,KODALKATI,KODALKATI,admin
55,49,8,76,MOHONGONJ,MOHONGONJ,admin
55,49,52,17,BELGACHA,BELGACHA,admin
55,49,52,57,KATHALBARI,KATHALBARI,admin
55,77,34,19,1NO CHILAHATI,1NO CHILAHATI,admin
55,77,34,66,2NO SHALDANGA,2NO SHALDANGA,admin
55,77,34,85,5NO SHUNDORDIGHI,5NO SHUNDORDIGHI,admin
55,77,34,38,9NO DEBIDUBA,9NO DEBIDUBA,admin
50,81,82,27,BELPUKUR,BELPUKUR,admin
50,81,82,81,SHILMARIA,SHILMARIA,admin
50,81,82,54,ZIUPARA,ZIUPARA,admin
50,81,10,55,GARGARI,GARGARI,admin
50,81,10,63,MONIGRAM,MONIGRAM,admin
50,38,13,47,RUKINDIPUR,RUKINDIPUR,admin
40,18,31,47,JURANPUR,JURANPUR,admin
30,68,76,69,SADHAR CHAR,SADHAR CHAR,admin
30,68,63,15,CHORSHINDUR,CHORSHINDUR,admin
30,68,63,47,GAZARIA,GAZARIA,admin
30,68,63,79,ZINARDI,ZINARDI,admin
30,68,63,31,DANGGA,DANGGA,admin
30,68,60,59,MOHISHASURA,MOHISHASURA,admin
30,68,60,20,ALAKBALI,ALAKBALI,admin
30,68,60,25,CHINISPUR,CHINISPUR,admin
30,68,64,23,CHANDER KANDI,CHANDER KANDI,admin
30,68,64,81,RADHA NAGAR,RADHA NAGAR,admin
30,68,64,8,OLIPURA,OLIPURA,admin
30,68,64,6,ADIABAD,ADIABAD,admin
30,68,52,67,KACHI KATA,KACHI KATA,admin
30,68,52,40,CHAR MANDALIA,CHAR MANDALIA,admin
30,68,52,6,BORO CHAPA,BORO CHAPA,admin
10,78,38,99,TEST UNION,TEST UNION,admin
60,91,62,32,HATKHOLA,HATKHOLA,admin
60,91,62,55,MOGALGAON,MOGALGAON,admin
60,91,38,8,1NO BAGHA,1NO BAGHA,admin
60,91,38,43,3NO FULBARI,3NO FULBARI,admin
60,91,38,17,8NO BADESHOR,8NO BADESHOR,admin
60,91,53,63,1.NO. NIJPAT,1.NO. NIJPAT,admin
60,91,53,52,2. NO. JAINTIAPUR,2. NO. JAINTIAPUR,admin
60,91,53,27,3. NO. CHARIKATHA,3. NO. CHARIKATHA,admin
60,91,41,52,4 NO LENGURA,4 NO LENGURA,admin
60,91,41,10,5 NO ALIRGAON,5 NO ALIRGAON,admin
60,91,41,63,7 NO. NONDIRGAON,7 NO. NONDIRGAON,admin
60,91,41,84,8 NO TOAKUL,8 NO TOAKUL,admin
40,87,43,79,KUSHODANGA,KUSHODANGA,admin
40,87,43,23,LANGULGHARA,LANGULGHARA,admin
40,87,43,71,KARAL KATA,KARAL KATA,admin
45,72,4,47,SARMOSIA,SARMOSIA,admin
45,72,4,35,LONESHOR,LONESHOR,admin
45,72,4,23,DUOZ,DUOZ,admin
20,15,47,13,ADUNAGOR,ADUNAGOR,admin
20,15,47,32,CHNUOTI,CHNUOTI,admin
20,15,47,62,LOHAGARA,LOHAGARA,admin
20,15,47,73,PADUA,PADUA,admin
20,15,78,90,SONTOSPUR,SONTOSPUR,admin
20,15,78,92,SARIKAIT,SARIKAIT,admin
20,15,78,65,MOGDORA,MOGDORA,admin
40,87,47,23,CHAMPAFUL,CHAMPAFUL,admin
20,15,33,19,Bhujpur,Bhujpur,admin
20,15,33,66,NARAYANHAT,NARAYANHAT,admin
20,15,53,47,KHYACHARA,KHYACHARA,admin
20,15,53,59,MIRASARY,MIRASARY,admin
20,15,53,95,JORARGONJ,JORARGONJ,admin
20,15,53,35,KARARHAT,KARARHAT,admin
50,88,61,47,DHUBIL,DHUBIL,admin
50,88,61,76,PANGASHI,PANGASHI,admin
50,88,61,28,DHAMAINAGAR,DHAMAINAGAR,admin
50,88,61,57,GHURKA,GHURKA,admin
40,44,33,33,1 NO. SUNDORPUR DURGAPUR,1 NO. SUNDORPUR DURGAPUR,admin
40,44,33,20,2 NO. JAMAL,2 NO. JAMAL,admin
40,44,33,88,5 NO. SIMLA ROKONPUR,5 NO. SIMLA ROKONPUR,admin
40,44,33,40,10 NO. KASTOVANGA,10 NO. KASTOVANGA,admin
20,3,73,76,NAKHOYNGCHARI,NAKHOYNGCHARI,admin
20,3,73,19,BAISHARI,BAISHARI,admin
20,3,73,57,GHOMDHOM,GHOMDHOM,admin
20,3,73,38,DOCHARI,DOCHARI,admin
50,70,37,31,BOYALIA,BOYALIA,admin
50,70,37,73,RADHANAGAR,RADHANAGAR,admin
50,70,37,84,RAHANPUR,RAHANPUR,admin
50,38,74,21,ATAPUR,ATAPUR,admin
50,38,74,84,MOHAMMADPUR,MOHAMMADPUR,admin
50,38,74,73,KUSUMBA,KUSUMBA,admin
20,30,41,67,FUL GAZI,FUL GAZI,admin
20,30,41,8,MUNSHIR HAT,MUNSHIR HAT,admin
20,30,41,27,ANONDO PUR,ANONDO PUR,admin
20,30,41,13,AMZAD HAT,AMZAD HAT,admin
45,39,36,41,03 NO LAXMIR CHOR,03 NO LAXMIR CHOR,admin
45,39,36,95,4 NO TULSHIR CHOR,4 NO TULSHIR CHOR,admin
45,39,36,19,14 NO DIGPAIT,14 NO DIGPAIT,admin
45,39,36,65,15 NO ROSHIDPUR,15 NO ROSHIDPUR,admin
50,69,91,12,CHAMARY,CHAMARY,admin
50,69,91,39,HATIANDAHA,HATIANDAHA,admin
50,69,91,15,SATARDIGHI,SATARDIGHI,admin
50,69,91,71,RAMANANDA KHAJURA,RAMANANDA KHAJURA,admin
10,6,94,73,SATLA,SATLA,admin
10,6,94,42,HARTA,HARTA,admin
10,6,94,52,JALLA,JALLA,admin
10,6,94,63,OTRA,OTRA,admin
50,10,54,38,KAHALOO,KAHALOO,admin
50,10,54,57,MALANCHA,MALANCHA,admin
50,10,54,66,MURAIL,MURAIL,admin
20,51,65,38,ISAPUR,ISAPUR,admin
55,27,21,27,5NO CHHATOIL,5NO CHHATOIL,admin
55,27,21,81,6NO RANOGAON,6NO RANOGAON,admin
55,73,64,25,GORH GRAM,GORH GRAM,admin
55,73,64,18,CHAURA BARO GACHHA,CHAURA BARO GACHHA,admin
55,73,64,31,ITAKHOLA,ITAKHOLA,admin
55,73,64,73,LAXMICHAP,LAXMICHAP,admin
30,82,29,19,CHOTA BHAKLA,CHOTA BHAKLA,admin
30,82,29,57,DABOGRAM,DABOGRAM,admin
30,82,29,76,UJANCHAIR,UJANCHAIR,admin
30,82,29,38,DOULATDIA,DOULATDIA,admin
10,6,51,77,RAYPASA KARAPUR,RAYPASA KARAPUR,admin
10,6,51,86,SAYESTABAD,SAYESTABAD,admin
10,6,51,94,TUNGIBARIA,TUNGIBARIA,admin
10,6,51,32,CHADPURA,CHADPURA,admin
40,47,64,50,KAPILMUNI,KAPILMUNI,admin
40,47,64,44,HARIDHALI,HARIDHALI,admin
40,47,64,33,GADAIPUR,GADAIPUR,admin
40,47,64,39,GARUIKHALI,GARUIKHALI,admin
20,30,14,28,CHHAGALNAIYA POURASHAVA,CHHAGALNAIYA POURASHAVA,admin
20,30,14,85,RADHANAGAR,RADHANAGAR,admin
20,30,14,47,GOPAL,GOPAL,admin
20,30,14,76,PATHANNAGAR,PATHANNAGAR,admin
20,13,45,5,(Wrong) Follow Union Code 13,(Wrong) Follow Union Code 13,admin
20,13,45,41,9NO GOBINDAPUR (NORTH),9NO GOBINDAPUR (NORTH),admin
20,13,45,77,15NO RUPSA (NORTH),15NO RUPSA (NORTH),admin
20,13,45,83,16 NO RUPSA (SOUTH),16 NO RUPSA (SOUTH),admin
20,13,79,21,EKHLASPUR,EKHLASPUR,admin
20,13,79,30,JAHIRABAD,JAHIRABAD,admin
20,13,79,32,KALAKANDA,KALAKANDA,admin
20,13,79,13,FARAZIKANDI,FARAZIKANDI,admin
55,85,76,75,08 NO. RAYPUR,08 NO. RAYPUR,admin
55,85,76,63,11 NO. PACHGASI,11 NO. PACHGASI,admin
55,85,76,56,12 NO. MITHIPUR,12 NO. MITHIPUR,admin
55,85,76,82,13 NO. RAMNATPUR,13 NO. RAMNATPUR,admin
60,90,89,72,RANGACHAR,RANGACHAR,admin
60,90,89,33,JAHANGIRNAGAR,JAHANGIRNAGAR,admin
60,90,89,27,GOURARANG,GOURARANG,admin
40,65,52,15,ITNA,ITNA,admin
30,59,24,10,BALUAKANDI,BALUAKANDI,admin
30,35,58,10,VABRASUR,VABRASUR,admin
30,59,24,31,VABER CHAR,VABER CHAR,admin
30,59,24,42,GAZARIA,GAZARIA,admin
30,59,24,84,TENGARCHAR,TENGARCHAR,admin
30,35,91,76,PATGATI,PATGATI,admin
30,59,94,55,HASHAIL BANARI,HASHAIL BANARI,admin
30,59,44,94,LOWHAJONJ TEUTIA,LOWHAJONJ TEUTIA,admin
30,59,44,55,KONOKSAR,KONOKSAR,admin
30,59,44,71,KOMARBHOG,KOMARBHOG,admin
30,35,32,11,BORASHI,BORASHI,admin
30,67,4,77,SADIPUR,SADIPUR,admin
30,26,18,63,NOYABARI,NOYABARI,admin
30,68,52,61,GOTASHIA,GOTASHIA,admin
30,35,91,38,GOPALPUR,GOPALPUR,admin
30,35,43,40,MAHESHPUR,MAHESHPUR,admin
30,59,56,20,ADARA,ADARA,admin
30,59,56,22,BOJROJOGINY,BOJROJOGINY,admin
30,59,56,38,SHILOYE,SHILOYE,admin
30,59,74,44,ROSHUNIA,ROSHUNIA,admin
30,59,74,27,CHITROKOT,CHITROKOT,admin
30,59,74,61,LOTOBDI,LOTOBDI,admin
30,59,84,81,SHOLOGHAR,SHOLOGHAR,admin
30,59,94,39,DHIPUR,DHIPUR,admin
30,59,94,47,DHIGHIRPAR,DHIGHIRPAR,admin
30,59,94,23,AUTSHAHI,AUTSHAHI,admin
30,35,43,27,KASHIANI,KASHIANI,admin
60,91,59,70,4 NO SATBAK,4 NO SATBAK,admin
30,35,43,54,ORAKANDI,ORAKANDI,admin
30,35,43,47,NIJAMKANDI,NIJAMKANDI,admin
60,91,59,66,LAKSHMIPRASAD PASCHIM,LAKSHMIPRASAD PASCHIM,admin
60,91,59,19,7NO-DOKHIN BANIGRAM,7NO-DOKHIN BANIGRAM,admin
60,91,59,13,5 NO. BARA CHOTUL,5 NO. BARA CHOTUL,admin
60,91,20,73,LAMAKAJI,LAMAKAJI,admin
60,91,20,84,RAMPASA,RAMPASA,admin
60,91,20,31,DOLITPUR,DOLITPUR,admin
60,91,20,52,DOSHGOR,DOSHGOR,admin
60,91,17,8,ALINAGOR,ALINAGOR,admin
60,91,17,25,CHARKHAY,CHARKHAY,admin
60,91,17,94,TILPARA,TILPARA,admin
60,91,17,51,LAUTA,LAUTA,admin
60,91,31,85,TETTLY,TETTLY,admin
60,91,31,36,BORIKANDI,BORIKANDI,admin
60,91,31,45,KUCHI,KUCHI,admin
60,91,8,60,WEST GOURIPUR,WEST GOURIPUR,admin
60,91,8,81,SHADIPUR,SHADIPUR,admin
60,91,8,13,BOALJUR,BOALJUR,admin
60,91,8,6,BURUNGA BAZAR,BURUNGA BAZAR,admin
10,4,28,19,1NO BADARKHALI,1NO BADARKHALI,admin
10,4,28,28,8NO BARGUNA SADAR,8NO BARGUNA SADAR,admin
10,4,28,76,4NO KAWRABUNIA,4NO KAWRABUNIA,admin
10,4,28,38,6NO BURIRCHOR,6NO BURIRCHOR,admin
50,38,58,83,AHAMMADABAD,AHAMMADABAD,admin
50,38,58,86,MATRAI,MATRAI,admin
50,38,58,87,PONUT,PONUT,admin
50,38,58,88,UDYPUR,UDYPUR,admin
10,78,66,83,TIAKHALI,TIAKHALI,admin
10,78,66,55,DHANKHALI,DHANKHALI,admin
10,78,66,57,MITHAGONJ,MITHAGONJ,admin
10,78,66,35,LALUA,LALUA,admin
50,69,63,63,SATNI,SATNI,admin
50,69,63,94,TABARIA,TABARIA,admin
50,69,63,65,LAXMIPUR KHOLABARIA,LAXMIPUR KHOLABARIA,admin
50,69,63,36,DIGHAPATIA,DIGHAPATIA,admin
40,41,11,51,NARAYANPUR,NARAYANPUR,admin
40,41,11,60,PASAPOL,PASAPOL,admin
30,48,33,86,MRIGA,MRIGA,admin
30,48,33,43,DHANPUR,DHANPUR,admin
30,48,33,17,BADLA,BADLA,admin
30,48,33,94,ROYTUTI,ROYTUTI,admin
10,9,18,55,WEST ILISHA,WEST ILISHA,admin
10,9,18,58,KACHIA,KACHIA,admin
10,9,18,73,RAJAPUR,RAJAPUR,admin
10,9,18,51,EAST ILISHA,EAST ILISHA,admin
55,49,9,59,RAMNA,RAMNA,admin
55,49,9,23,CHILMARI,CHILMARI,admin
55,49,9,83,THANAHAT,THANAHAT,admin
55,49,9,71,RANIGONJ,RANIGONJ,admin
55,73,45,25,BARAVITA,BARAVITA,admin
55,73,45,34,CHAND KHANA,CHAND KHANA,admin
55,73,45,51,KISHORGANJ,KISHORGANJ,admin
55,73,45,69,NETAI,NETAI,admin
40,87,43,47,JOYNAGAR,JOYNAGAR,admin
45,72,4,11,BANIAJAN,BANIAJAN,admin
20,15,78,30,GASUA,GASUA,admin
40,87,47,71,MOUTALA,MOUTALA,admin
40,87,47,15,BISNUPUR,BISNUPUR,admin
40,87,47,55,KUSULIA,KUSULIA,admin
20,15,33,71,PAINDONG,PAINDONG,admin
20,15,33,42,HARUALCHARI,HARUALCHARI,admin
20,15,86,95,SOYODPUR,SOYODPUR,admin
20,15,86,28,BAROIYADHALA,BAROIYADHALA,admin
20,15,86,57,MURADPUR,MURADPUR,admin
20,15,86,19,BARABKUNDA,BARABKUNDA,admin
30,54,80,19,BADORPASA,BADORPASA,admin
30,54,80,47,ISHIBPUR,ISHIBPUR,admin
30,54,80,57,KABIRAJPUR,KABIRAJPUR,admin
30,54,80,85,PAIKPARA,PAIKPARA,admin
20,19,33,24,BARO PARA,BARO PARA,admin
20,19,33,12,BAGMARA,BAGMARA,admin
20,19,33,58,GOLIYARA,GOLIYARA,admin
20,19,33,73,PURO JORKANON,PURO JORKANON,admin
50,10,95,73,SONATOLA,SONATOLA,admin
50,10,95,52,MODHUPUR,MODHUPUR,admin
50,10,95,42,JORGACHA,JORGACHA,admin
50,10,95,31,DIGDAIR,DIGDAIR,admin
50,88,67,14,GALA,GALA,admin
50,88,67,65,PORJONA,PORJONA,admin
50,88,67,21,GRADHO,GRADHO,admin
50,88,67,43,KAYEMPUR,KAYEMPUR,admin
20,51,43,90,SOUTH  HAMSADI,SOUTH  HAMSADI,admin
20,51,43,30,CHAR RAHITA,CHAR RAHITA,admin
50,64,28,52,ISOBPUR,ISOBPUR,admin
50,64,28,21,ALAMPUR,ALAMPUR,admin
50,64,28,77,KHELNA,KHELNA,admin
50,64,28,31,ARANAGAR,ARANAGAR,admin
50,64,47,33,KALIKAPUR,KALIKAPUR,admin
50,64,47,40,KASOPARA,KASOPARA,admin
50,64,47,47,KASHAB,KASHAB,admin
50,64,47,20,BISHNUPUR,BISHNUPUR,admin
50,64,60,73,KIRTIPUR,KIRTIPUR,admin
50,64,60,58,HAPANIA,HAPANIA,admin
50,64,60,87,SHIKERPUR,SHIKERPUR,admin
50,64,6,21,BADALGACHI,BADALGACHI,admin
50,64,50,38,ANAETPUR,ANAETPUR,admin
50,64,50,28,CHRAGPUR,CHRAGPUR,admin
50,64,50,47,HATUR,HATUR,admin
50,64,50,57,KHAZUR,KHAZUR,admin
50,10,54,76,NARHATTA,NARHATTA,admin
20,51,65,33,DARBESHPUR,DARBESHPUR,admin
20,51,65,19,BHOLAKOT,BHOLAKOT,admin
20,51,65,14,BHATRA,BHATRA,admin
20,3,4,31,1NO ALIKADAM,1NO ALIKADAM,admin
20,3,4,63,2NO CHOKHYONG,2NO CHOKHYONG,admin
55,52,33,66,PATIKA PARA,PATIKA PARA,admin
55,52,33,47,GOTAMARIR,GOTAMARIR,admin
55,52,33,95,TONGVANGA,TONGVANGA,admin
55,52,33,57,NOWDABASH,NOWDABASH,admin
20,51,73,23,4NO ALEKJANDAR,4NO ALEKJANDAR,admin
20,51,73,65,3NO CHAR PORA GASA,3NO CHAR PORA GASA,admin
20,51,73,31,6NO CHAR ALGI,6NO CHAR ALGI,admin
10,4,9,63,GULISAKHALI,GULISAKHALI,admin
10,4,9,87,KUKUAH,KUKUAH,admin
10,4,9,23,ATHAROGASIA,ATHAROGASIA,admin
10,4,9,71,HOLUDIA,HOLUDIA,admin
45,61,65,16,BARO GRAM,BARO GRAM,admin
40,50,71,51,KOYA,KOYA,admin
30,93,66,55,GORAI,GORAI,admin
30,93,66,47,FOTAPUR,FOTAPUR,admin
30,93,66,94,UASHI,UASHI,admin
30,93,66,31,BANAIL,BANAIL,admin
55,94,94,31,CHILARANG,CHILARANG,admin
55,94,94,94,SHUKHANPUKURI,SHUKHANPUKURI,admin
30,29,84,38,CHARMANAIR,CHARMANAIR,admin
30,29,84,57,DHEUKHALI,DHEUKHALI,admin
55,27,43,57,PALSHA,PALSHA,admin
55,27,43,76,SINGRA,SINGRA,admin
55,27,43,38,GHORAGHAT,GHORAGHAT,admin
50,10,33,27,DUBCHACHIA,DUBCHACHIA,admin
55,52,70,19,DHOHOGRAM,DHOHOGRAM,admin
20,12,85,12,BOROKANDI,BOROKANDI,admin
50,10,67,10,VATGRAM,VATGRAM,admin
20,46,49,25,GOLABARI,GOLABARI,admin
50,88,89,42,MAGURA BINOD,MAGURA BINOD,admin
40,44,14,73,ROGHUNATHPUR,ROGHUNATHPUR,admin
30,56,28,80,LESRAGONG,LESRAGONG,admin
20,19,67,65,JAGGONATPUR,JAGGONATPUR,admin
40,44,14,21,CHANDPUR,CHANDPUR,admin
40,55,85,23,BUNOGATI,BUNOGATI,admin
40,44,14,42,FOLSHI,FOLSHI,admin
50,88,89,63,SHGUNA,SHGUNA,admin
40,44,14,52,JORADAHA,JORADAHA,admin
40,55,85,47,GANGARAMPUR,GANGARAMPUR,admin
10,9,29,28,CHORPATA,CHORPATA,admin
30,56,22,83,SINGJURI,SINGJURI,admin
40,41,23,89,SHIMULIA,SHIMULIA,admin
20,46,43,79,MERUNG,MERUNG,admin
40,41,23,41,HAJIRBAG,HAJIRBAG,admin
10,9,29,19,CHORKHOLIFA,CHORKHOLIFA,admin
10,9,54,47,KALMA,KALMA,admin
20,46,43,33,BOYALKHALI,BOYALKHALI,admin
10,9,29,76,UTTOR JOYNOGOR,UTTOR JOYNOGOR,admin
40,41,23,53,MAGURA,MAGURA,admin
10,9,54,19,CHORVUTA,CHORVUTA,admin
20,46,43,34,DHIGHINALA,DHIGHINALA,admin
10,9,29,85,DOKKIN JOYNOGOR,DOKKIN JOYNOGOR,admin
20,19,67,90,PASTHUBI,PASTHUBI,admin
10,9,54,57,LALMOHAN,LALMOHAN,admin
20,46,43,15,BABUCHARA,BABUCHARA,admin
50,88,89,21,DESHIEGRAM,DESHIEGRAM,admin
10,9,54,38,FARASGONG,FARASGONG,admin
30,56,22,71,POYLA,POYLA,admin
30,56,22,35,BOROTIA,BOROTIA,admin
30,56,22,59,NALI,NALI,admin
40,1,56,95,UDOYPUR,UDOYPUR,admin
10,79,14,71,NADMULA-71,NADMULA-71,admin
10,79,14,47,GORIPUR-47,GORIPUR-47,admin
20,19,67,68,KALIR BAZAR,KALIR BAZAR,admin
40,1,56,76,KODALIA,KODALIA,admin
10,79,58,51,GULISHA KHALI,GULISHA KHALI,admin
10,79,14,83,TELAKHALI-83,TELAKHALI-83,admin
10,42,73,10,DOPDOPIA,DOPDOPIA,admin
10,79,58,86,TITIKATA,TITIKATA,admin
10,42,73,31,KUSONGAL,KUSONGAL,admin
40,1,38,38,GOJALIA,GOJALIA,admin
10,42,73,36,MOLLARHAT,MOLLARHAT,admin
30,93,47,87,SOLLA,SOLLA,admin
30,93,47,80,PAIKORA,PAIKORA,admin
30,93,47,65,NAGBARI,NAGBARI,admin
40,1,38,15,BADHAL,BADHAL,admin
40,1,38,76,RARIPARA,RARIPARA,admin
30,93,38,65,HAMNOGOR,HAMNOGOR,admin
10,79,80,17,DURGAPUR,DURGAPUR,admin
30,93,38,73,JHOUIAL,JHOUIAL,admin
40,87,4,17,ASSASUNI,ASSASUNI,admin
30,93,38,21,DHOPAKANDI,DHOPAKANDI,admin
10,79,80,69,SANKARPASA,SANKARPASA,admin
10,79,80,25,KADOMTALA,KADOMTALA,admin
40,87,4,94,SRIUALA,SRIUALA,admin
10,79,80,94,TONA,TONA,admin
40,87,4,34,BUDHATA,BUDHATA,admin
20,22,66,9,FATEKHARPUL,FATEKHARPUL,admin
40,87,4,69,KULLA,KULLA,admin
20,22,66,85,DOKKHIN MITHACHORI,DOKKHIN MITHACHORI,admin
20,22,66,66,KAUYARKHOP,KAUYARKHOP,admin
20,22,66,76,RAJARKUL,RAJARKUL,admin
40,1,60,89,RAMCHANROPUR,RAMCHANROPUR,admin
40,87,25,31,KULIYA,KULIYA,admin
20,22,16,22,BHEOLA MANIK CHAR,BHEOLA MANIK CHAR,admin
40,1,60,41,HOGLABUNIA,HOGLABUNIA,admin
40,1,60,47,HOJLAPASA,HOJLAPASA,admin
20,22,16,27,CHIRINGA,CHIRINGA,admin
10,4,19,23,BAMNA,BAMNA,admin
20,22,16,63,(Wrong) Follow Union Code 33,(Wrong) Follow Union Code 33,admin
10,4,19,95,RAMNA,RAMNA,admin
20,13,76,56,NAERGAU NORTH,NAERGAU NORTH,admin
20,22,16,80,SHAHARBIL,SHAHARBIL,admin
10,78,55,88,PANGASIA,PANGASIA,admin
10,4,19,71,DAWLATIA,DAWLATIA,admin
10,78,55,81,MURADIA,MURADIA,admin
10,78,55,4,ANGARIA,ANGARIA,admin
20,22,90,79,HOYAIKHANG,HOYAIKHANG,admin
20,13,76,82,NAERGAU SOUTH,NAERGAU SOUTH,admin
10,78,55,47,LEBUKHALI,LEBUKHALI,admin
40,87,82,51,FINGRI,FINGRI,admin
40,87,82,67,JHAU DANGA,JHAU DANGA,admin
20,13,76,60,UPADI NORTH,UPADI NORTH,admin
40,87,82,20,BAIKARI,BAIKARI,admin
20,13,76,68,UPADI SOUTH,UPADI SOUTH,admin
20,22,90,63,TEKNAF SADAR,TEKNAF SADAR,admin
20,22,90,47,SABRANG,SABRANG,admin
20,22,90,31,KRILA,KRILA,admin
40,47,94,54,SHACHEYADAHA,SHACHEYADAHA,admin
40,47,94,13,AZGARA,AZGARA,admin
40,47,94,27,BARASAT,BARASAT,admin
45,61,81,67,RAMBHODRAPUR,RAMBHODRAPUR,admin
55,77,25,51,JHALAI SALSIRI,JHALAI SALSIRI,admin
55,77,25,73,MAIDAN DIGHI,MAIDAN DIGHI,admin
55,77,25,58,KAJAL DIGHI,KAJAL DIGHI,admin
55,77,25,29,CHANDAN BARI,CHANDAN BARI,admin
50,76,19,63,KHAN MARIS,KHAN MARIS,admin
50,76,19,47,DILPASAR,DILPASAR,admin
50,76,19,79,PAR BHANGURA,PAR BHANGURA,admin
50,76,19,31,VANGURA,VANGURA,admin
50,76,55,60,HEMAYETPUR,HEMAYETPUR,admin
50,76,55,77,MALI GASA,MALI GASA,admin
50,76,55,34,DAPUNIA,DAPUNIA,admin
50,76,55,17,VARARA,VARARA,admin
50,76,39,31,LAKSHMIKUNDA,LAKSHMIKUNDA,admin
50,76,39,42,MULA DULA,MULA DULA,admin
50,76,39,41,SARA,SARA,admin
55,32,30,16,GUMANIGONJ,GUMANIGONJ,admin
55,32,30,44,KUCHA SHOHOR,KUCHA SHOHOR,admin
55,32,30,72,SHALMARA,SHALMARA,admin
